id,description,question,choices,answer
1703cf,a gradient from sky blue to sunset orange behind a silhouette of jagged mountain peaks,What natural feature is shown in silhouette?,"['trees', 'buildings', 'clouds', 'mountain peaks']",mountain peaks
1703cf,a gradient from sky blue to sunset orange behind a silhouette of jagged mountain peaks,What colors are in the background gradient?,"['green and yellow', 'blue and orange', 'red and purple', 'black and white']",blue and orange
1703cf,a gradient from sky blue to sunset orange behind a silhouette of jagged mountain peaks,What time of day is suggested by the gradient colors?,"['dawn', 'midday', 'sunset', 'midnight']",sunset
1703cf,a gradient from sky blue to sunset orange behind a silhouette of jagged mountain peaks,Is the foreground detailed?,"['no', 'yes']",no
570774,"a single, oversized, glowing amber torus in a void of deep space black",What is the primary shape depicted?,"['sphere', 'torus', 'cube', 'cylinder']",torus
570774,"a single, oversized, glowing amber torus in a void of deep space black",What color is the torus?,"['red', 'green', 'amber', 'blue']",amber
570774,"a single, oversized, glowing amber torus in a void of deep space black",What color is the background?,"['white', 'gray', 'blue', 'black']",black
570774,"a single, oversized, glowing amber torus in a void of deep space black",Does the torus appear to emit light?,"['no', 'yes']",yes
0e0f6c,overlapping semitransparent teal and coral colored triangles forming a complex geometric pattern,What shape are the forms?,"['squares', 'circles', 'triangles', 'pentagons']",triangles
0e0f6c,overlapping semitransparent teal and coral colored triangles forming a complex geometric pattern,What colors are used?,"['red and blue', 'teal and coral', 'green and purple', 'yellow and pink']",teal and coral
0e0f6c,overlapping semitransparent teal and coral colored triangles forming a complex geometric pattern,What property do the triangles have regarding light?,"['opaque', 'reflective', 'solid', 'semitransparent']",semitransparent
0e0f6c,overlapping semitransparent teal and coral colored triangles forming a complex geometric pattern,Are the triangles separate?,"['no', 'yes']",no
f6ace7,A chrome sphere reflecting a swirling nebula in deep space,What is the main object depicted?,"['cube', 'cylinder', 'pyramid', 'sphere']",sphere
f6ace7,A chrome sphere reflecting a swirling nebula in deep space,What material is the sphere made of?,"['bronze', 'chrome', 'glass', 'plastic']",chrome
f6ace7,A chrome sphere reflecting a swirling nebula in deep space,What is being reflected in the sphere?,"['a galaxy', 'a planet', 'a star', 'a nebula']",a nebula
f6ace7,A chrome sphere reflecting a swirling nebula in deep space,Where is the scene set?,"['a desert', 'deep space', 'underwater', 'a forest']",deep space
c29ace,Three interconnected gold rings floating in a void of cosmic dust,How many rings are depicted?,"['two', 'three', 'four', 'five']",three
c29ace,Three interconnected gold rings floating in a void of cosmic dust,What material are the rings made of?,"['bronze', 'gold', 'silver', 'steel']",gold
c29ace,Three interconnected gold rings floating in a void of cosmic dust,What is the spatial relationship of the rings?,"['connected', 'separate', 'stacked', 'tangled']",connected
c29ace,Three interconnected gold rings floating in a void of cosmic dust,What fills the void around the rings?,"['air', 'water', 'cosmic dust', 'nothing']",cosmic dust
83159c,A fractured prism scattering light into a spectrum of colors against a black background,What object is scattering light?,"['lens', 'mirror', 'prism', 'window']",prism
83159c,A fractured prism scattering light into a spectrum of colors against a black background,How is the prism described?,"['cracked', 'fractured', 'smooth', 'whole']",fractured
83159c,A fractured prism scattering light into a spectrum of colors against a black background,What is the light scattered into?,"['a single beam', 'a spectrum', 'shadows', 'spots']",a spectrum
83159c,A fractured prism scattering light into a spectrum of colors against a black background,What color is the background?,"['blue', 'gray', 'white', 'black']",black
465575,Parallel cyan lines converging towards a distant vanishing point on a stark white plane,What color are the lines?,"['blue', 'cyan', 'green', 'purple']",cyan
465575,Parallel cyan lines converging towards a distant vanishing point on a stark white plane,What is the arrangement of the lines?,"['curved', 'diagonal', 'parallel', 'wavy']",parallel
465575,Parallel cyan lines converging towards a distant vanishing point on a stark white plane,Where do the lines appear to meet?,"['a point', 'a line', 'a circle', 'a curve']",a point
465575,Parallel cyan lines converging towards a distant vanishing point on a stark white plane,What color is the plane?,"['black', 'gray', 'red', 'white']",white
c279d0,"An iridescent liquid swirling within a translucent flask, emitting faint luminescence",What is contained within the flask?,"['gas', 'liquid', 'plasma', 'solid']",liquid
c279d0,"An iridescent liquid swirling within a translucent flask, emitting faint luminescence",What property describes the liquid's appearance?,"['opaque', 'iridescent', 'matte', 'reflective']",iridescent
c279d0,"An iridescent liquid swirling within a translucent flask, emitting faint luminescence",How does the liquid interact with light?,"['absorbs it', 'reflects it', 'emits luminescence', 'blocks it']",emits luminescence
c279d0,"An iridescent liquid swirling within a translucent flask, emitting faint luminescence",What describes the flask's transparency?,"['opaque', 'solid', 'translucent', 'transparent']",translucent
6c401e,"A sequence of overlapping geometric shapes: a crimson circle, a sapphire square, and an emerald triangle",How many distinct shapes are mentioned?,"['two', 'three', 'four', 'five']",three
6c401e,"A sequence of overlapping geometric shapes: a crimson circle, a sapphire square, and an emerald triangle",What color is the circle?,"['emerald', 'sapphire', 'crimson', 'teal']",crimson
6c401e,"A sequence of overlapping geometric shapes: a crimson circle, a sapphire square, and an emerald triangle",What shape is emerald?,"['circle', 'square', 'triangle', 'rectangle']",triangle
6c401e,"A sequence of overlapping geometric shapes: a crimson circle, a sapphire square, and an emerald triangle",What is the spatial relationship between the shapes?,"['adjacent', 'interspersed', 'overlapping', 'stacked']",overlapping
0c5eed,A jagged silver mountain range silhouetted against a gradient sky shifting from deep violet to bright orange,What geographical feature is depicted?,"['desert', 'forest', 'mountain range', 'ocean']",mountain range
0c5eed,A jagged silver mountain range silhouetted against a gradient sky shifting from deep violet to bright orange,What describes the shape of the mountain range?,"['curved', 'jagged', 'smooth', 'rounded']",jagged
0c5eed,A jagged silver mountain range silhouetted against a gradient sky shifting from deep violet to bright orange,What color is the mountain range?,"['black', 'blue', 'gold', 'silver']",silver
0c5eed,A jagged silver mountain range silhouetted against a gradient sky shifting from deep violet to bright orange,What colors are present in the sky's gradient?,"['blue to green', 'violet to orange', 'red to yellow', 'black to white']",violet to orange
e73eea,A spiral of miniature opalescent cubes receding into an infinite black expanse,What shape are the objects in the spiral?,"['cylinders', 'spheres', 'cubes', 'pyramids']",cubes
e73eea,A spiral of miniature opalescent cubes receding into an infinite black expanse,How are the objects described?,"['matte', 'metallic', 'opalescent', 'transparent']",opalescent
e73eea,A spiral of miniature opalescent cubes receding into an infinite black expanse,What color is the expanse the spiral recedes into?,"['blue', 'white', 'gray', 'black']",black
e73eea,A spiral of miniature opalescent cubes receding into an infinite black expanse,What arrangement do the cubes form?,"['a grid', 'a line', 'a cluster', 'a spiral']",a spiral
2a5f79,"A singular, perfect obsidian tear suspended within a glassy, rippling field of cerulean",What shape is the obsidian object?,"['circle', 'drop', 'square', 'triangle']",tear
2a5f79,"A singular, perfect obsidian tear suspended within a glassy, rippling field of cerulean",What color is the tear?,"['blue', 'green', 'black', 'red']",obsidian
2a5f79,"A singular, perfect obsidian tear suspended within a glassy, rippling field of cerulean",What describes the field surrounding the tear?,"['bumpy', 'glassy and rippling', 'rough', 'smooth']","glassy, rippling"
2a5f79,"A singular, perfect obsidian tear suspended within a glassy, rippling field of cerulean",What color is the field?,"['cerulean', 'crimson', 'indigo', 'violet']",cerulean
1a336a,Intersecting beams of emerald and ruby light against a fog-filled void,What colors are the light beams?,"['blue and red', 'green and purple', 'emerald and ruby', 'yellow and orange']",emerald and ruby
1a336a,Intersecting beams of emerald and ruby light against a fog-filled void,What fills the void?,"['smoke', 'water', 'fog', 'dust']",fog
1a336a,Intersecting beams of emerald and ruby light against a fog-filled void,How are the light beams arranged?,"['parallel', 'intersecting', 'spiraling', 'scattered']",intersecting
1a336a,Intersecting beams of emerald and ruby light against a fog-filled void,Are the beams described as curved?,"['no', 'yes']",no
84ca75,a chrome sphere reflecting a swirling nebula of deep blues and vibrant purples,What shape is the main object?,"['cube', 'cylinder', 'sphere', 'torus']",sphere
84ca75,a chrome sphere reflecting a swirling nebula of deep blues and vibrant purples,Is the sphere made of chrome?,"['no', 'yes']",yes
84ca75,a chrome sphere reflecting a swirling nebula of deep blues and vibrant purples,What kind of celestial body is reflected?,"['galaxy', 'moon', 'nebula', 'sun']",nebula
84ca75,a chrome sphere reflecting a swirling nebula of deep blues and vibrant purples,What colors are prominent in the reflection?,"['reds and yellows', 'greens and oranges', 'blacks and whites', 'blues and purples']",blues and purples
7602db,translucent emerald polygons tessellating across a matte black background,What color are the polygons?,"['ruby', 'sapphire', 'emerald', 'topaz']",emerald
7602db,translucent emerald polygons tessellating across a matte black background,What shapes are forming the pattern?,"['circles', 'squares', 'polygons', 'triangles']",polygons
7602db,translucent emerald polygons tessellating across a matte black background,What color is the background?,"['white', 'gray', 'black', 'blue']",black
7602db,translucent emerald polygons tessellating across a matte black background,Are the polygons opaque?,"['no', 'yes']",no
d2a9f9,"an iridescent helix structure glowing faintly against a dark, starry void",What shape is the main structure?,"['cube', 'helix', 'pyramid', 'sphere']",helix
d2a9f9,"an iridescent helix structure glowing faintly against a dark, starry void",How is the structure described as appearing to glow?,"['brightly', 'dimly', 'faintly', 'strongly']",faintly
d2a9f9,"an iridescent helix structure glowing faintly against a dark, starry void","Is the background a bright, sunny sky?","['no', 'yes']",no
d2a9f9,"an iridescent helix structure glowing faintly against a dark, starry void",What characteristic describes the helix's surface?,"['matte', 'rough', 'shiny', 'iridescent']",iridescent
6548c4,tangled bronze wires forming a complex knot on a textured crimson surface,What material are the wires made of?,"['copper', 'silver', 'gold', 'bronze']",bronze
6548c4,tangled bronze wires forming a complex knot on a textured crimson surface,What color is the surface the knot rests on?,"['blue', 'crimson', 'green', 'yellow']",crimson
6548c4,tangled bronze wires forming a complex knot on a textured crimson surface,Is the arrangement of the wires simple?,"['no', 'yes']",no
